,source,timestamp,date_str,summary
17,Finnhub,1786643399.0,2026-08-13 17:49:59 UTC,Super Micro shares jump as $60 billion AI backlog powers stock rally
18,Finnhub,1786643260.0,2026-08-13 17:47:40 UTC,Lenovo Group delivered Q1 FY2027 revenue up 43.1% Y/Y to $26.94B and adjusted net income up 176% Y/Y to $1.1B. Read the latest analysis on the stock here.
19,Finnhub,1786641780.0,2026-08-13 17:23:00 UTC,"CLS and ANET are expanding their AI infrastructure roles as demand grows across networking, computing and data centers."
20,Finnhub,1786640987.0,2026-08-13 17:09:47 UTC,"Super Micro's blowout earnings sent its stock surging and pulled Dell and Hewlett Packard Enterprise along for the ride, but a record backlog, a negative cash flow warning, and an open export-control investigation complicate the bull case."
21,Finnhub,1786639320.0,2026-08-13 16:42:00 UTC,"Stocks rose Thursday following softer-than-expected wholesale inflation data for July and growing confidence that the Federal Reserve won’t raise interest rates.  The company added that adjusted gross margins should stabilize at around 80% over that period, with an adjusted free-cash-flow margin of about 50%.  Cisco Systems  fell 9.4% even after the tech hardware company beat earnings and revenue estimates for its fiscal fourth quarter."
22,Finnhub,1786638830.0,2026-08-13 16:33:50 UTC,"Lenovo just posted a quarter so strong it sent rival hardware stocks surging across the board, but whether that momentum can rescue one laggard with serious unresolved baggage is a very different question."
23,Finnhub,1786637528.0,2026-08-13 16:12:08 UTC,Netlist has filed new patent infringement proceedings at the US International Trade Commission targeting Hewlett Packard Enterprise (NYSE:HPE) and other companies over DDR5 memory modules. The complaint seeks exclusion orders that could limit imports of certain high performance memory products used in HPE systems. Netlist is also pursuing cease and desist orders that may affect the sale and distribution of accused DDR5 modules in the US market. The ITC process introduces legal and...
24,Finnhub,1786637522.0,2026-08-13 16:12:02 UTC,Jim Cramer sent paying subscribers a flurry of trade alerts on August 11 while publicly dropping enough clues about AI infrastructure plays to keep retail investors guessing. Here is what his free commentary actually reveals about where he thinks the sector is headed.
25,Finnhub,1786637402.0,2026-08-13 16:10:02 UTC,Hewlett Packard Enterprise (HPE) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.
26,Finnhub,1786634469.0,2026-08-13 15:21:09 UTC,"Morgan Stanley just upgraded HPE to Overweight after a stock run that most investors missed entirely, and the valuation argument for buying near a 52-week high is more complicated than it looks."
27,Finnhub,1786631449.0,2026-08-13 14:30:49 UTC,"Super Micro just posted its strongest quarter in years, yet shares barely moved. Understanding why the market shrugged reveals exactly what needs to go right before the bulls can claim victory."
28,Finnhub,1786630214.0,2026-08-13 14:10:14 UTC,"After a steep sell-off, a key AI infrastructure builder looks cheap, but the market is pricing in a flaw that bargain hunters cannot afford to ignore."
29,Finnhub,1786628137.0,2026-08-13 13:35:37 UTC,"This whale alert can help traders discover the next big trading opportunities.
Whales are entities with large sums of money and we track their transactions here at Benzinga on our options activity scanner.
Traders will"
30,Finnhub,1786627500.0,2026-08-13 13:25:00 UTC,"BioMarin, Invesco, Centene, HPE and Gibraltar Industries stand out as undervalued stocks with low price-to-book ratios."
31,Finnhub,1786625830.0,2026-08-13 12:57:10 UTC,"Analysts at Morningstar believe that the AI server market’s growth wave is just getting started, with Dell expected to be one of the key beneficiaries of growing enterprise sales."
32,Finnhub,1786624501.0,2026-08-13 12:35:01 UTC,"As the US market prepares to open on Thursday, let's get an early glimpse into the pre-market session and identify the S&P500 stocks leading the pack in terms of gains and losses."
33,Finnhub,1786622167.0,2026-08-13 11:56:07 UTC,"Dell Technologies (NYSE:DELL), HP Inc. (NYSE:HPQ) and Hewlett Packard Enterprise (NYSE:HPE) shares moved sharply higher in Thursday premarket trading after strong quarterly results from Lenovo (USOTC:LNVGY) boosted sentiment across the computer hardware and enterprise technology sector."
34,Finnhub,1786621174.0,2026-08-13 11:39:34 UTC,"Super Microâs earnings beat and FY2027 guidance top estimates, but fast growth may pressure cash flow."
35,Finnhub,1786620650.0,2026-08-13 11:30:50 UTC,https://www.bloomberg.com/news/articles/2026-08-13/hpe-wins-approval-for-doj-settlement-on-14-billion-juniper-deal?srnd=homepage-americas
36,Finnhub,1786616650.0,2026-08-13 10:24:10 UTC,
37,Finnhub,1786580926.0,2026-08-13 00:28:46 UTC,"Here is a way to get paid a real income now on your Arista Networks shares, cash you keep no matter what, in exchange for capping your gains at a price above today's."
38,Finnhub,1786580247.0,2026-08-13 00:17:27 UTC,"Lumen Technologies (NYSE:LUMN) appointed John M. Hinshaw to its Board of Directors. Hinshaw brings experience leading global operations and transformation initiatives at HSBC. His career includes executive roles at Hewlett-Packard, Hewlett Packard Enterprise, Boeing, and Verizon Wireless. For a broader view on how experienced leadership can shape corporate direction, it is worth exploring companies in the same theme through 19 top founder-led companies. NYSE:LUMN 1-Year Stock Price..."
39,Finnhub,1786569420.0,2026-08-12 21:17:00 UTC,Cisco Systems' (CSCO) shares dropped after the closing bell Wednesday as the company's fiscal fourth
40,Finnhub,1786561214.0,2026-08-12 19:00:14 UTC,"Cisco Systems, Inc. Q4 beats on AI networking demand, but 28x valuation limits upside. Click for this CSCO earnings update."
41,Finnhub,1786559864.0,2026-08-12 18:37:44 UTC,"The band the options market prices for the next ten months runs from just under the low this stock has set over the past year to a level far above today's price, and the volatility behind it is close to what the stock has actually been doing."
42,Finnhub,1786553642.0,2026-08-12 16:54:02 UTC,Roth Capital analyst Suji Desilva cited Samsung’s settlement and SK Hynix’s license as precedents for potential licensing deals.
43,Finnhub,1786551202.0,2026-08-12 16:13:22 UTC,"Shares of enterprise technology company Hewlett Packard Enterprise (NYSE:HPE) jumped 3.9% in the morning session after Morgan Stanley upgraded the stock to Overweight from Equal Weight and set a $69 price target. The firm said it had been “on the wrong side” of the enterprise hardware trade and now sees a stronger setup for HPE’s server business. Morgan Stanley’s shift rests on pricing and order strength. Hardware refresh cycles, customers pulling spending forward, and AI-related demand are supp"
44,Finnhub,1786551000.0,2026-08-12 16:10:00 UTC,"RGTI expands global quantum deployments, advances its 108-qubit system and targets roughly 1,000 qubits as it scales technology and commercial adoption."
45,Finnhub,1786550406.0,2026-08-12 16:00:06 UTC,"Hewlett Packard Enterprise (HPE) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy)."
46,Finnhub,1786545720.0,2026-08-12 14:42:00 UTC,"Super Micro reported adjusted earnings of $1.70 per share, compared with the 92 cents per share analysts were expecting."
47,Finnhub,1786544527.0,2026-08-12 14:22:07 UTC,Netlist has launched new patent infringement proceedings against Micron and other technology companies at the U. S.
48,Finnhub,1786544460.0,2026-08-12 14:21:00 UTC,"Dell Technologies trades at a premium, but soaring AI server demand, record backlog and a broad portfolio could support further growth."
49,Finnhub,1786543570.0,2026-08-12 14:06:10 UTC,"Super Micro Computer just delivered guidance that sent shockwaves through the entire AI server sector, but analysts are refusing to celebrate without answers to one stubborn question about margins."
50,Finnhub,1786542902.0,2026-08-12 13:55:02 UTC,"The mean of analysts' price targets for Hewlett Packard Enterprise (HPE) points to a 25.4% upside in the stock. While this highly sought-after metric has not proven reasonably effective, strong agreement among analysts in raising earnings estimates does indicate an upside in the stock."
51,Finnhub,1786538733.0,2026-08-12 12:45:33 UTC,"Dell Technologies (NYSE: DELL) and Hewlett Packard Enterprise (NYSE: HPE) are rising in sympathy ahead of the open, as investors treat SMCI’s results as a live demand barometer for the entire AI server hardware sector. When SMCI previously reported disappointing results, Dell shares fell in tandem — and the reverse dynamic is now playing out. DELL is up 2.6%, while HPE is up 2.2%."
52,Finnhub,1786535100.0,2026-08-12 11:45:00 UTC,"HOUSTON, August 12, 2026--HPE (NYSE: HPE) will conduct a live audio webcast of a conference call with analysts to review financial results for the third quarter of fiscal 2026, ending July 31, 2026."
53,Finnhub,1786532104.0,2026-08-12 10:55:04 UTC,"Rackspace Technology, Inc. Q2 2026 results: flat revenue, GAAP loss, heavy debt and shrinking public cloud. Click for more on RXT and its recent earnings."
54,Finnhub,1786481940.0,2026-08-11 20:59:00 UTC,"Yahoo Finance Tech Editor Dan Howley joins Josh Lipton on Asking for a Trend to break down Super Micro's (SMCI) latest results and upbeat outlook, as strong demand for AI infrastructure continues to drive the company’s growth."
55,Finnhub,1786480573.0,2026-08-11 20:36:13 UTC,"The cap on gross margin that came with SanDisk's new supply contracts is what bought years of committed demand, and that trade is the case for the stock."
56,Finnhub,1786478320.0,2026-08-11 19:58:40 UTC,"Arista keeps raising its revenue outlook as it locks up components, which makes its supply agreements the real driver of the upside case."
57,Finnhub,1786463220.0,2026-08-11 15:47:00 UTC,"Dell Technologies' AI server surge, record backlog and server refresh demand fuel growth, even as shares trade at a premium valuation."
58,Finnhub,1786462834.0,2026-08-11 15:40:34 UTC,The reversal shows that investors still question whether extraordinary server and networking growth can support HPE's elevated expectations.
59,Finnhub,1786454599.0,2026-08-11 13:23:19 UTC,
60,Finnhub,1786414140.0,2026-08-11 02:09:00 UTC,"Integrated Research (ASX: IRI, ""IR""), a leading global provider of observability solutions for mission-critical payments, infrastructure and communications, today announced the launch of its Iris platform, for mission-critical business applications such as HPE Nonstop Compute, extending IR's conversational AI intelligence layer."
61,Finnhub,1786411481.0,2026-08-11 01:24:41 UTC,"Get paid a significant income stream now for agreeing to buy this AI networking star at a discount later, an attractive proposition you keep whether the stock soars or stalls."
62,Finnhub,1786394229.0,2026-08-10 20:37:09 UTC,Information technology hardware companies in the US will likely benefit from accelerated enterprise
63,Finnhub,1786377615.0,2026-08-10 16:00:15 UTC,"Super Micro Computer has doubled its revenue year over year while accumulating $8.8 billion in debt and sitting under an active board review, leaving investors to decide whether the $13 billion Blackwell order book justifies the baggage."
64,Finnhub,1786376940.0,2026-08-10 15:49:00 UTC,"Hewlett Packard Enterprise  has benefited greatly from the massive demand for the hardware needed to power artificial intelligence, and Morgan Stanley doesn’t think the demand will slow down soon.  Morgan Stanley analyst Erik Woodring upgraded shares of HPE to Overweight from Equal-Weight on Monday while raising his price target to $71 from $69.  The upgrade comes after HPE shares have soared 130% this year and 169% over the past 12 months."
65,Finnhub,1786375743.0,2026-08-10 15:29:03 UTC,Hewlett Packard Enterprise shares are climbing Monday after Morgan Stanley upgraded its view on the company to Overweight from Equal-Weight.
66,Finnhub,1786374891.0,2026-08-10 15:14:51 UTC,"AI server stocks are surging ahead of a high-stakes earnings report that could either validate a dramatic margin recovery or expose it as a one-time event, and options traders are already betting heavily on one outcome."
67,Finnhub,1786374738.0,2026-08-10 15:12:18 UTC,The bank said the market underappreciates the gap between HPE's earnings power and its valuation
68,Finnhub,1786369740.0,2026-08-10 13:49:00 UTC,"ANET's estimates are rising as strong Q2 growth, AI and cloud demand and Arista 2.0 strategy bolster its prospects."
69,Finnhub,1786369174.0,2026-08-10 13:39:34 UTC,"Apple downgraded, HPE upgraded: Wall Street's top analyst calls"
70,Finnhub,1786368988.0,2026-08-10 13:36:28 UTC,These are some of the stocks posting the largest moves midday.
71,Finnhub,1786366415.0,2026-08-10 12:53:35 UTC,"HP Enterprise (NYSE:HPE) shares climbed 5% in Monday’s pre-market trading after Morgan Stanley upgraded the enterprise technology company from “Equalweight” to “Overweight,” citing an increasingly attractive outlook for earnings, cash generation and valuation. The investment bank set a $69 price target on HPE."
72,Finnhub,1786365301.0,2026-08-10 12:35:01 UTC,"As the US market prepares to open on Monday, let's get an early glimpse into the pre-market session and identify the S&P500 stocks leading the pack in terms of gains and losses."
73,Finnhub,1786363767.0,2026-08-10 12:09:27 UTC,"Investing.com -- Morgan Stanley has turned more constructive on IT hardware, upgrading its industry view as it argued that memory ""chipflation"" is accelerating infrastructure demand rather than delaying it."
74,Finnhub,1786362698.0,2026-08-10 11:51:38 UTC,"Morgan Stanley also upgraded its broader U.S. IT Hardware industry view to In-Line from Cautious, citing evidence that the current hardware cycle is being driven by refreshes, pull-forwards and AI demand."
75,Finnhub,1786362566.0,2026-08-10 11:49:26 UTC,"Investing.com -- Shares of HP Enterprise (NYSE: HPE) caught a major tailwind in Monday’s pre-market session, jumping 5% after Morgan Stanley upgraded the stock from ""Equalweight"" to ""Overweight."""
76,Finnhub,1786361715.0,2026-08-10 11:35:15 UTC,"SMCI has shed a third of its value over the past year while AI server peers rip to record highs, yet one Wall Street bull is doubling down with a target that implies massive recovery. Here is what has to go right, and what could go very wrong."
77,Finnhub,1786350189.0,2026-08-10 08:23:09 UTC,"Analysts update ratings on top stocks. View all changes, including upgrades and downgrades, on analyst ratings page."
78,Finnhub,1786347979.0,2026-08-10 07:46:19 UTC,Morgan Stanley  analyst Meta Marshall   upgrades Hewlett Packard (NYSE:HPE) from Equal-Weight to Overweight and lowers the price target from $71 to $69.
79,Finnhub,1786290671.0,2026-08-09 15:51:11 UTC,There are signs that the Super Micro Computer stock is tradinf at a bargain price ahead of its earnings report later this week.
80,Finnhub,1786264200.0,2026-08-09 08:30:00 UTC,
81,Finnhub,1786157465.0,2026-08-08 02:51:05 UTC,"Arista Networks (ANET) outlook: 25%+ EPS growth, diversifying demand, and $14B cash for buybacks/M&Aâplus risks from AI slowdown. See more here."
82,Finnhub,1786139750.0,2026-08-07 21:55:50 UTC,"Management put a much higher number on its future, and the stock has been on a tear ever since. But is this a fleeting AI boom or a fundamental rewiring of the business."
83,Finnhub,1786119420.0,2026-08-07 16:17:00 UTC,Rigetti Computing posts a second-quarter adjusted per-share loss that meets analysts’ expectations and slightly higher revenue than expected.
84,Finnhub,1786115880.0,2026-08-07 15:18:00 UTC,"Super Micro Computer heads into Q4 fiscal 2026 earnings with AI infrastructure demand, delayed deployment conversions and margin pressure in focus."
85,Finnhub,1786108560.0,2026-08-07 13:16:00 UTC,"Liquid cooling will be the fastest-growing segment, while Tier 3 data centers will hold the largest share Data Center Solutions Market Data Center Solutions Market Dublin, Aug. 07, 2026 (GLOBE NEWSWIRE) -- The ""Data Center Solutions Market by Infrastructure, Software - Forecast to 2031"" has been added to ResearchAndMarkets.com's offering. The global data center solutions market is projected to grow from USD 535.45 billion in 2026 to USD 1.33 trillion by 2031, registering a compound annual growth"
86,Finnhub,1786107000.0,2026-08-07 12:50:00 UTC,Rigetti Computing posts a second-quarter adjusted per-share loss that meets analysts’ expectations and slightly higher revenue than expected.
87,Finnhub,1786049160.0,2026-08-06 20:46:00 UTC,Rigetti Computing posts a second-quarter adjusted per-share loss that meets analysts’ expectations and slightly higher revenue than expected.
88,Finnhub,1786047300.0,2026-08-06 20:15:00 UTC,The case for the run sat in chip commitments and unrecognized product revenue quarters before Arista Networks stock caught up.
89,Finnhub,1786032060.0,2026-08-06 16:01:00 UTC,Hewlett Packard Enterprise and NVIDIA deepen their AI alliance in various domains as HPE competes with Dell Technologies and Super Micro Computer.
90,Finnhub,1786000443.0,2026-08-06 07:14:03 UTC,"In late July 2026, Rigetti Computing announced it would partner with Hewlett Packard Enterprise and the Pittsburgh Supercomputing Center to build TangleLab, a hybrid quantum-classical supercomputing testbed funded by a US$5.00 million National Science Foundation grant and slated to begin construction in September 2026. HPE’s involvement in TangleLab, alongside its recent focus on AI systems and networking, underscores how the company is positioning itself at the intersection of quantum..."
91,Finnhub,1785968854.0,2026-08-05 22:27:34 UTC,"Both hardware giants are riding the AI boom, but one has a dramatically larger backlog and a surprisingly cheaper valuation, making it the cleaner bet on the industry's future."
92,Finnhub,1785957336.0,2026-08-05 19:15:36 UTC,"Yahoo Finance Markets and Data Editor Jared Blikre examines the comeback seen across the semiconductor landscape over the past five trading days, while also analyzing which companies are emerging as leaders in the renewed AI rally."
93,Finnhub,1785951840.0,2026-08-05 17:44:00 UTC,RGTI joins HPE and PSC on a $5 million NSF-backed hybrid quantum-classical testbed set to begin construction in September 2026.
94,Finnhub,1785947220.0,2026-08-05 16:27:00 UTC,"PENG stock's decline reflects margin concerns, yet its AI Factory Platform, partnerships and improving outlook support future growth."
95,Finnhub,1785946038.0,2026-08-05 16:07:18 UTC,"The AI infrastructure boom, Juniper acquisition, and Elliott Management's growing role at the company have been driving gains for HPE stock."
96,Finnhub,1785940020.0,2026-08-05 14:27:00 UTC,"Hewlett Packard Enterprise surges 21% in a month, but can AI infrastructure demand, cloud momentum and a discounted valuation support further gains?"
97,Finnhub,1785931866.0,2026-08-05 12:11:06 UTC,"Why the Hewlett Packard Enterprise stock is back in focus Hewlett Packard Enterprise (HPE) is drawing fresh attention after presenting at the Future of Memory and Storage 2026 conference, where it highlighted its high performance computing storage and IP hardware capabilities to a specialized technology audience. See our latest analysis for Hewlett Packard Enterprise. Hewlett Packard Enterprise has been in the spotlight not only for its AI systems and high performance computing work, but also..."
98,Finnhub,1785930305.0,2026-08-05 11:45:05 UTC,"NCR Voyix (VYX) delivered earnings and revenue surprises of +13.33% and +1.95%, respectively, for the quarter ended June 2026. Do the numbers hold clues to what lies ahead for the stock?"
99,Finnhub,1785924695.0,2026-08-05 10:11:35 UTC,"Hewlett Packard Enterprise stock has delivered very strong returns over the past few years, yet the valuation checks now point in different directions, with the Discounted Cash Flow (DCF) intrinsic value estimate suggesting the shares trade below fair value while earnings based multiples lean the other way. Hewlett Packard Enterprise has returned 307.1% over the past 5 years, which puts extra focus on whether the current price still offers a margin of safety. Expectations around the..."
100,Finnhub,1785918169.0,2026-08-05 08:22:49 UTC,"Soaring AI infrastructure demand is fueling a major backlog buildup, with billions of dollars of orders accumulating across AI servers, data-center equipment, networking and power infrastructure. The AI infrastructure boom is creating a powerful second-order opportunity for companies supplying the servers, racks, cooling systems, power equipment and grid infrastructure required to build AI data centers. […]"
101,Finnhub,1785870022.0,2026-08-04 19:00:22 UTC,"Hewlett Packard (NYSE:HPE) has outperformed the market over the past 10 years by 1.91% on an annualized basis producing an average annual return of 15.37%. Currently, Hewlett Packard has a market capitalization of"
102,Finnhub,1785865921.0,2026-08-04 17:52:01 UTC,"The margin behind its shareholder returns is earned in the stickiest corner of the business, but near the top of its one-year range it is the valuation, not the buyback, that you are underwriting."
103,Finnhub,1785864012.0,2026-08-04 17:20:12 UTC,"AI server stocks are staging a dramatic Tuesday surge with no clean company catalyst in sight, raising the question of whether this risk-on wave has legs or sets up a painful late-session reversal."
104,Finnhub,1785859469.0,2026-08-04 16:04:29 UTC,"IQM Quantum Computers (NASDAQ:IQMX) reported its first results as a public company, outlining a growing order backlog, a second-half-weighted revenue outlook and continued investment in superconducting quantum systems for high-performance computing environments. The company began trading on the Nas"
105,Finnhub,1785855652.0,2026-08-04 15:00:52 UTC,"Super Micro Computer has shed half its value in a year, and now a board investigation, a $6.6 billion cash outflow, and a potential 48% upside are all pointing in different directions at once."
106,Finnhub,1785851520.0,2026-08-04 13:52:00 UTC,"Qualcomm faces falling fiscal 2026 and 2027 earnings estimates as handset weakness, margin pressure and competition offset automotive and IoT gains."
107,Finnhub,1785846600.0,2026-08-04 12:30:00 UTC,"The 180 MW Phase II portion of the Millers Branch Solar Facility in Haskell County, Texas has achieved commercial operation. The capacity was contracted through Sustainability Roundtable, Inc's Net Zero Consortium for Buyers (NZCB) by Cisco, Juniper Networks (now part of Hewlett Packard Enterprise), Bio-Rad Laboratories, Cadence Design Systems, IDEXX Laboratories, Inc., PTC, and a large healthcare company, which signed an aggregated virtual power purchase agreement (VPPA) with Southern Power Com"
108,Finnhub,1785842711.0,2026-08-04 11:25:11 UTC,"The company is trying to shed its cyclical past, and the options market is pricing a vast range of outcomes for whether it will succeed."
109,Finnhub,1785771000.0,2026-08-03 15:30:00 UTC,"HCLTech (NSE: HCLTECH) (BSE: HCLTECH), a leading global technology company, announced the successful completion of the purchase of HPE's Telco Solutions business. Announced in December 2025, the acquisition further strengthens HCLTech's industry leadership through AI- and engineering-led telecom solutions."
110,Finnhub,1785771000.0,2026-08-03 15:30:00 UTC,"Amid the AI-driven Nasdaq correction, Datadog, HPE, Dell, NetApp, and Cisco have shown relative technical strength, with most trading near highs ahead of earnings due within six weeks."
111,Finnhub,1785681022.0,2026-08-02 14:30:22 UTC,"Cisco has quietly transformed from a slow-growth networking dinosaur into one of 2026's biggest mega-cap winners, but the real question is whether the catalyst behind this rally signals a durable shift or a setup ripe for disappointment."
112,Finnhub,1785598660.0,2026-08-01 15:37:40 UTC,"If you hold shares in this AI networking leader, the options market says you're already signed up for a remarkably wide range of outcomes over the next year."
113,Finnhub,1785564906.0,2026-08-01 06:15:06 UTC,"Rigetti Computing announced in July 2026 that it will partner with HPE and the Pittsburgh Supercomputing Center to build TangleLab, a hybrid supercomputing testbed funded by a US$5 million National Science Foundation grant and powered by a 9-qubit Novera quantum system integrated with classical high-performance computing. This collaboration reinforces Rigetti’s role in government-backed quantum research infrastructure, giving its Novera hardware a practical foothold in academic and public..."
114,Finnhub,1785512402.0,2026-07-31 15:40:02 UTC,HPE vs. SIMO: Which Stock Is the Better Value Option?
115,Finnhub,1785427945.0,2026-07-30 16:12:25 UTC,Discover Seeking Alphaâs Undercovered Dozen: 12 under-the-radar stocks offering fresh investment ideas.
116,Finnhub,1785416757.0,2026-07-30 13:05:57 UTC,"Columbia Threadneedle Investments, an investment management company, released its “Columbia Seligman Global Technology Fund” second quarter 2026 investor letter. A copy of the letter can be downloaded here. During the quarter, the Fund’s Institutional Class shares returned 50.34%, outperforming the MSCI World Information Technology Index’s 33.65% gain. Stock selection in semiconductors, technology hardware and software, together […]"
117,Finnhub,1785414780.0,2026-07-30 12:33:00 UTC,"FIVE, CRDO and HPE made it to the Zacks Rank #1 (Strong Buy) growth stocks list on July 30, 2026."
118,Finnhub,1785414195.0,2026-07-30 12:23:15 UTC,"Hewlett Packard Enterprise has rallied the broader market over the past year, and analysts remain moderately optimistic about the stock’s prospects."
119,Finnhub,1785399322.0,2026-07-30 08:15:22 UTC,"CNBC&#39;s Mad Money Lightning Round: Cramer says Astera Labs (ALAB) is a buy, but doesn&#39;t care for Rigetti Computing (RGTI). Eli Lilly (LLY) is a classic own, don&#39;t trade. MakeMyTrip (MMYT) coverage initiated with Buy rating."
120,Finnhub,1785334320.0,2026-07-29 14:12:00 UTC,"ANET heads into Q2 earnings with strong AI networking momentum, rising estimates and a likely beat, though its premium valuation raises the stakes."
121,Finnhub,1785332634.0,2026-07-29 13:43:54 UTC,"Beneath the surface of its recent run, the market is pricing a notably wide range of outcomes for the networking giant, a risk you carry whether you trade options or not."
122,Finnhub,1785314220.0,2026-07-29 08:37:00 UTC,"Harmony Biosciences leads a screen of undervalued price-to-book stocks, highlighting companies with low valuations and projected long-term earnings growth."
123,Finnhub,1785282929.0,2026-07-28 23:55:29 UTC,"The market has priced a notably wide range of outcomes for the memory chip maker, a risk every shareholder already carries whether they trade options or not."
124,Finnhub,1785282009.0,2026-07-28 23:40:09 UTC,"The networking giant's shares carry a premium, but a look two years into the future reveals a valuation that is far more ordinary."
125,Finnhub,1785253080.0,2026-07-28 15:38:00 UTC,"Harmony Biosciences, Invesco, GM, HPE and Quanex made the screen of low price-to-book stocks that also met multiple value metrics."
126,Finnhub,1785199518.0,2026-07-28 00:45:18 UTC,"The networking giant's shares carry a premium price tag, but a look at future earnings reveals a different story about what investors are actually paying for growth."
127,Finnhub,1785193986.0,2026-07-27 23:13:06 UTC,"Rigetti Computing, Hewlett Packard Enterprise and the Pittsburgh Supercomputing Center are teaming up to build TangleLab, a new hybrid quantum classical supercomputer. The system is being developed under a U.S. National Science Foundation grant and is planned as an open testbed for researchers and educators. The collaboration extends Rigetti Computing's existing work with HPE and embeds its hardware into a major academic and government backed computing project. Rigetti Computing..."
128,Finnhub,1785163252.0,2026-07-27 14:40:52 UTC,"Pasqal, a global leader in neutral-atom quantum computing, today announced the appointment of Mark Armstrong as Chief Commercial Officer for Europe, the Middle East, and Africa (EMEA) and the Asia-Pacific region (APAC).  Armstrong, a former Hewlett Packard Enterprise (HPE) executive who led HPE’s High Performance Computing and AI business across EMEA, aims to drive Pasqal’s commercial strategy, sales execution and customer expansion in those regions across the EMEA and APAC regions.  Armstrong joins Pasqal at a pivotal moment as the company accelerates the commercial deployment of its neutral-atom based quantum systems and expands its global customer base."
129,Finnhub,1785163149.0,2026-07-27 14:39:09 UTC,"Super Micro Computer stock surged on strong revenue guidance, but legal, ethics, accounting and AI server competition risks loom. Click for more on SMCI stock."
130,Finnhub,1785159923.0,2026-07-27 13:45:23 UTC,"Cisco has outrun the market for years, yet what decides its place in your portfolio is how much of that return is genuinely its own."
131,Finnhub,1785159044.0,2026-07-27 13:30:44 UTC,"Carillon Tower Advisers, an investment management company, released its second-quarter 2026 investor letter for the “Carillon Eagle Growth & Income Fund”. A copy of the letter is available to download here. The second quarter of 2026 was driven by a sharp rally in AI-related stocks, although gains were concentrated in highly cyclical semiconductor, memory, and […]"
